time,open,high,low,close,Up Marker,Down Marker
2024-10-31 21:00:00+00:00,19082.5,19131.4,19073.0,19081.0,0,0
2024-11-01 01:00:00+00:00,19081.0,19090.5,19043.0,19072.5,0,0
2024-11-01 05:00:00+00:00,19072.5,19154.0,19054.0,19135.0,0,0
2024-11-01 09:00:00+00:00,19135.0,19215.5,19133.5,19210.0,0,0
2024-11-01 13:00:00+00:00,19210.0,19298.0,19199.5,19235.0,0,0
2024-11-01 17:00:00+00:00,19235.0,19256.0,19211.0,19229.5,0,0
2024-11-03 22:00:00+00:00,19229.5,19243.5,19178.0,19236.5,0,0
2024-11-04 02:00:00+00:00,19236.5,19273.0,19233.5,19266.0,0,0
2024-11-04 06:00:00+00:00,19266.0,19294.5,19213.0,19269.5,0,0
2024-11-04 10:00:00+00:00,19269.5,19286.5,19183.0,19194.5,0,0
2024-11-04 14:00:00+00:00,19194.5,19217.5,19095.5,19143.0,0,0
2024-11-04 18:00:00+00:00,19143.0,19155.5,19118.0,19148.23,0,0
2024-11-04 22:00:00+00:00,19148.23,19162.28,19109.0,19156.0,0,0
2024-11-05 02:00:00+00:00,19156.0,19169.0,19131.5,19165.0,0,0
2024-11-05 06:00:00+00:00,19165.0,19222.5,19103.5,19207.5,0,0
2024-11-05 10:00:00+00:00,19207.5,19208.5,19137.0,19184.5,0,0
2024-11-05 14:00:00+00:00,19184.5,19308.5,19144.5,19302.0,0,0
2024-11-05 18:00:00+00:00,19302.0,19317.16,19241.0,19313.41,0,0
2024-11-05 22:00:00+00:00,19313.41,19363.0,19281.5,19349.5,0,0
2024-11-06 02:00:00+00:00,19349.5,19436.5,19093.0,19111.5,0,0
2024-11-06 06:00:00+00:00,19111.5,19567.0,19081.0,19424.0,0,0
2024-11-06 10:00:00+00:00,19424.0,19485.0,19188.5,19222.5,0,0
2024-11-06 14:00:00+00:00,19222.5,19223.0,19003.0,19052.5,0,0
2024-11-06 18:00:00+00:00,19052.5,19142.9,19044.5,19142.1,0,0
2024-11-06 22:00:00+00:00,19142.1,19142.1,19030.5,19066.0,0,1
2024-11-07 02:00:00+00:00,19066.0,19108.0,19033.5,19106.5,0,0
2024-11-07 06:00:00+00:00,19106.5,19296.0,19081.5,19261.0,0,0
2024-11-07 10:00:00+00:00,19261.0,19335.5,19232.0,19317.0,0,0
2024-11-07 14:00:00+00:00,19317.0,19437.5,19308.0,19402.0,0,0
2024-11-07 18:00:00+00:00,19402.0,19454.82,19390.0,19439.07,0,0
2024-11-07 22:00:00+00:00,19439.07,19452.0,19426.5,19430.0,0,0
2024-11-08 02:00:00+00:00,19430.0,19432.5,19402.5,19421.0,0,0
2024-11-08 06:00:00+00:00,19421.0,19427.5,19216.0,19216.0,0,0
2024-11-08 10:00:00+00:00,19216.0,19264.0,19143.0,19217.0,0,0
2024-11-08 14:00:00+00:00,19217.0,19246.0,19177.0,19198.5,0,0
2024-11-08 18:00:00+00:00,19198.5,19246.5,19191.5,19244.5,0,0
2024-11-10 22:00:00+00:00,19244.5,19293.5,19244.5,19267.0,1,0
2024-11-11 02:00:00+00:00,19267.0,19290.5,19249.5,19282.0,0,0
2024-11-11 06:00:00+00:00,19282.0,19466.5,19282.0,19446.5,1,0
2024-11-11 10:00:00+00:00,19446.5,19546.5,19441.5,19530.0,0,0
2024-11-11 14:00:00+00:00,19530.0,19530.5,19411.0,19411.5,0,0
2024-11-11 18:00:00+00:00,19411.5,19439.5,19371.5,19409.27,0,0
2024-11-11 22:00:00+00:00,19409.27,19418.5,19384.5,19399.0,0,0
2024-11-12 02:00:00+00:00,19399.0,19403.0,19297.0,19300.0,0,0
2024-11-12 06:00:00+00:00,19300.0,19343.0,19222.0,19320.0,0,0
2024-11-12 10:00:00+00:00,19320.0,19320.0,19218.5,19264.0,0,1
2024-11-12 14:00:00+00:00,19264.0,19275.5,18961.0,18968.0,0,0
2024-11-12 18:00:00+00:00,18968.0,19084.85,18966.5,19069.5,0,0
2024-11-12 22:00:00+00:00,19069.5,19073.39,19038.0,19056.0,0,0
2024-11-13 02:00:00+00:00,19056.0,19087.5,19016.5,19020.5,0,0
2024-11-13 06:00:00+00:00,19020.5,19125.5,18977.0,19117.0,0,0
2024-11-13 10:00:00+00:00,19117.0,19118.0,18913.5,18975.5,0,0
2024-11-13 14:00:00+00:00,18975.5,19034.5,18835.5,19032.5,0,0
2024-11-13 18:00:00+00:00,19032.5,19046.0,18956.5,18996.92,0,0
2024-11-13 22:00:00+00:00,18996.92,19015.3,18969.0,18974.5,0,0
2024-11-14 02:00:00+00:00,18974.5,18996.0,18932.5,18959.0,0,0
2024-11-14 06:00:00+00:00,18959.0,19246.5,18941.0,19212.0,0,0
2024-11-14 10:00:00+00:00,19212.0,19307.0,19202.0,19294.0,0,0
2024-11-14 14:00:00+00:00,19294.0,19308.0,19188.5,19215.0,0,0
2024-11-14 18:00:00+00:00,19215.0,19243.5,19185.16,19216.63,0,0
2024-11-14 22:00:00+00:00,19216.63,19217.32,19174.0,19188.0,0,0
2024-11-15 02:00:00+00:00,19188.0,19224.5,19176.0,19185.5,0,0
2024-11-15 06:00:00+00:00,19185.5,19262.0,19120.5,19258.5,0,0
2024-11-15 10:00:00+00:00,19258.5,19290.0,19193.0,19223.0,0,0
2024-11-15 14:00:00+00:00,19223.0,19262.0,19161.0,19176.0,0,0
2024-11-15 18:00:00+00:00,19176.0,19246.0,19149.0,19237.5,0,0
2024-11-17 22:00:00+00:00,19237.5,19290.5,19231.0,19270.5,0,0
2024-11-18 02:00:00+00:00,19270.5,19295.5,19257.5,19270.0,0,0
2024-11-18 06:00:00+00:00,19270.0,19286.5,19154.5,19178.5,0,0
2024-11-18 10:00:00+00:00,19178.5,19217.0,19088.0,19131.0,0,0
2024-11-18 14:00:00+00:00,19131.0,19207.5,19106.0,19176.0,0,0
2024-11-18 18:00:00+00:00,19176.0,19177.0,19120.0,19134.45,0,0
2024-11-18 22:00:00+00:00,19134.45,19187.0,19112.05,19180.0,0,0
2024-11-19 02:00:00+00:00,19180.0,19250.5,19167.5,19216.0,0,0
2024-11-19 06:00:00+00:00,19216.0,19221.5,18925.0,18952.5,0,0
2024-11-19 10:00:00+00:00,18952.5,19017.5,18839.5,18842.5,0,0
2024-11-19 14:00:00+00:00,18842.5,19070.5,18810.0,19047.5,0,0
2024-11-19 18:00:00+00:00,19047.5,19107.5,19035.0,19052.37,0,0
2024-11-19 22:00:00+00:00,19052.37,19118.5,19052.37,19085.5,1,0
2024-11-20 02:00:00+00:00,19085.5,19119.0,19081.0,19109.0,0,0
2024-11-20 06:00:00+00:00,19109.0,19204.0,19104.0,19142.5,0,0
2024-11-20 10:00:00+00:00,19142.5,19170.0,19089.0,19114.0,0,0
2024-11-20 14:00:00+00:00,19114.0,19124.5,18959.0,19030.5,0,0
2024-11-20 18:00:00+00:00,19030.5,19117.92,18996.82,19094.69,0,0
2024-11-20 22:00:00+00:00,19094.69,19109.25,19025.5,19030.0,0,0
2024-11-21 02:00:00+00:00,19030.0,19078.5,19029.5,19077.5,0,0
2024-11-21 06:00:00+00:00,19077.5,19123.0,18899.0,18986.0,0,0
2024-11-21 10:00:00+00:00,18986.0,19097.5,18942.5,19049.0,0,0
2024-11-21 14:00:00+00:00,19049.0,19187.5,19002.0,19180.0,0,0
2024-11-21 18:00:00+00:00,19180.0,19198.5,19160.7,19164.91,0,0
2024-11-21 22:00:00+00:00,19164.91,19212.0,19145.0,19202.5,0,0
