time,open,high,low,close,Up Marker,Down Marker
2024-10-31 21:00:00+00:00,19082.5,19082.5,19081.5,19081.5,0,1
2024-10-31 22:00:00+00:00,19081.5,19131.4,19081.5,19111.86,1,0
2024-10-31 23:00:00+00:00,19111.86,19116.04,19091.83,19100.17,0,0
2024-11-01 00:00:00+00:00,19100.17,19101.01,19073.0,19081.0,0,0
2024-11-01 01:00:00+00:00,19081.0,19090.0,19064.0,19071.0,0,0
2024-11-01 02:00:00+00:00,19071.0,19077.5,19043.0,19077.0,0,0
2024-11-01 03:00:00+00:00,19077.0,19090.5,19070.0,19084.0,0,0
2024-11-01 04:00:00+00:00,19084.0,19086.5,19068.0,19072.5,0,0
2024-11-01 05:00:00+00:00,19072.5,19077.0,19061.5,19068.0,0,0
2024-11-01 06:00:00+00:00,19068.0,19075.0,19054.0,19059.0,0,0
2024-11-01 07:00:00+00:00,19059.0,19095.0,19057.0,19085.0,0,0
2024-11-01 08:00:00+00:00,19085.0,19154.0,19065.0,19135.0,0,0
2024-11-01 09:00:00+00:00,19135.0,19174.5,19133.5,19163.0,0,0
2024-11-01 10:00:00+00:00,19163.0,19192.0,19146.5,19189.0,0,0
2024-11-01 11:00:00+00:00,19189.0,19212.0,19178.0,19202.0,0,0
2024-11-01 12:00:00+00:00,19202.0,19215.5,19170.5,19210.0,0,0
2024-11-01 13:00:00+00:00,19210.0,19238.5,19199.5,19218.5,0,0
2024-11-01 14:00:00+00:00,19218.5,19262.0,19214.0,19260.0,0,0
2024-11-01 15:00:00+00:00,19260.0,19298.0,19257.0,19279.5,0,0
2024-11-01 16:00:00+00:00,19279.5,19297.0,19232.5,19235.0,0,0
2024-11-01 17:00:00+00:00,19235.0,19256.0,19221.0,19225.0,0,0
2024-11-01 18:00:00+00:00,19225.0,19237.5,19211.0,19234.5,0,0
2024-11-01 19:00:00+00:00,19234.5,19243.0,19211.0,19226.0,0,0
2024-11-01 20:00:00+00:00,19226.0,19232.0,19222.5,19229.5,0,0
2024-11-03 23:00:00+00:00,19229.5,19229.5,19183.31,19202.92,0,1
2024-11-04 00:00:00+00:00,19202.92,19216.0,19178.0,19209.0,0,0
2024-11-04 01:00:00+00:00,19209.0,19243.5,19209.0,19236.5,1,0
2024-11-04 02:00:00+00:00,19236.5,19267.0,19233.5,19251.0,0,0
2024-11-04 03:00:00+00:00,19251.0,19268.5,19249.0,19266.0,0,0
2024-11-04 04:00:00+00:00,19266.0,19273.0,19251.5,19262.5,0,0
2024-11-04 05:00:00+00:00,19262.5,19267.5,19246.5,19266.0,0,0
2024-11-04 06:00:00+00:00,19266.0,19280.0,19262.0,19268.5,0,0
2024-11-04 07:00:00+00:00,19268.5,19294.5,19228.0,19230.0,0,0
2024-11-04 08:00:00+00:00,19230.0,19260.5,19213.0,19234.5,0,0
2024-11-04 09:00:00+00:00,19234.5,19276.0,19216.5,19269.5,0,0
2024-11-04 10:00:00+00:00,19269.5,19286.5,19259.5,19268.5,0,0
2024-11-04 11:00:00+00:00,19268.5,19280.5,19242.5,19247.0,0,0
2024-11-04 12:00:00+00:00,19247.0,19256.5,19218.5,19248.5,0,0
2024-11-04 13:00:00+00:00,19248.5,19254.5,19183.0,19194.5,0,0
2024-11-04 14:00:00+00:00,19194.5,19204.5,19157.5,19181.5,0,0
2024-11-04 15:00:00+00:00,19181.5,19217.5,19171.5,19190.5,0,0
2024-11-04 16:00:00+00:00,19190.5,19196.0,19102.0,19111.5,0,0
2024-11-04 17:00:00+00:00,19111.5,19151.5,19095.5,19143.0,0,0
2024-11-04 18:00:00+00:00,19143.0,19155.5,19118.5,19146.0,0,0
2024-11-04 19:00:00+00:00,19146.0,19154.5,19135.5,19146.5,0,0
2024-11-04 20:00:00+00:00,19146.5,19150.0,19118.0,19136.0,0,0
2024-11-04 21:00:00+00:00,19136.0,19149.91,19126.46,19148.23,0,0
2024-11-04 23:00:00+00:00,19148.23,19162.28,19125.98,19126.82,0,0
2024-11-05 00:00:00+00:00,19126.82,19131.5,19109.0,19128.5,0,0
2024-11-05 01:00:00+00:00,19128.5,19160.0,19110.5,19156.0,0,0
2024-11-05 02:00:00+00:00,19156.0,19156.0,19131.5,19143.5,0,1
2024-11-05 03:00:00+00:00,19143.5,19155.0,19141.0,19145.0,0,0
2024-11-05 04:00:00+00:00,19145.0,19162.0,19143.0,19143.5,0,0
2024-11-05 05:00:00+00:00,19143.5,19169.0,19143.5,19165.0,1,0
2024-11-05 06:00:00+00:00,19165.0,19190.0,19160.0,19181.0,0,0
2024-11-05 07:00:00+00:00,19181.0,19193.0,19160.0,19176.0,0,0
2024-11-05 08:00:00+00:00,19176.0,19187.0,19103.5,19184.0,0,0
2024-11-05 09:00:00+00:00,19184.0,19222.5,19174.0,19207.5,0,0
2024-11-05 10:00:00+00:00,19207.5,19208.5,19137.0,19170.0,0,0
2024-11-05 11:00:00+00:00,19170.0,19188.0,19154.0,19159.0,0,0
