time,open,high,low,close,Up Marker,Down Marker
2024-11-01 00:00:00+00:00,19082.5,19298.0,19043.0,19229.5,0,0
2024-11-04 00:00:00+00:00,19229.5,19294.5,19095.5,19148.23,0,0
2024-11-05 00:00:00+00:00,19148.23,19317.16,19103.5,19313.41,0,0
2024-11-06 00:00:00+00:00,19313.41,19567.0,19003.0,19142.1,0,0
2024-11-07 00:00:00+00:00,19142.1,19454.82,19030.5,19439.07,0,0
2024-11-08 00:00:00+00:00,19439.07,19452.0,19143.0,19244.5,0,0
2024-11-11 00:00:00+00:00,19244.5,19546.5,19244.5,19409.27,1,0
2024-11-12 00:00:00+00:00,19409.27,19418.5,18961.0,19069.5,0,0
2024-11-13 00:00:00+00:00,19069.5,19125.5,18835.5,18996.92,0,0
2024-11-14 00:00:00+00:00,18996.92,19308.0,18932.5,19216.63,0,0
2024-11-15 00:00:00+00:00,19216.63,19290.0,19120.5,19237.5,0,0
2024-11-18 00:00:00+00:00,19237.5,19295.5,19088.0,19134.45,0,0
2024-11-19 00:00:00+00:00,19134.45,19250.5,18810.0,19052.37,0,0
2024-11-20 00:00:00+00:00,19052.37,19204.0,18959.0,19094.69,0,0
2024-11-21 00:00:00+00:00,19094.69,19198.5,18899.0,19164.91,0,0
2024-11-22 00:00:00+00:00,19164.91,19370.6,19029.5,19352.6,0,0
2024-11-25 00:00:00+00:00,19352.6,19470.6,19326.6,19392.98,0,0
2024-11-26 00:00:00+00:00,19392.98,19412.28,19221.6,19328.73,0,0
2024-11-27 00:00:00+00:00,19328.73,19340.6,19142.6,19275.39,0,0
2024-11-28 00:00:00+00:00,19275.39,19439.1,19275.39,19436.1,1,0
2024-11-29 00:00:00+00:00,19436.1,19681.4,19350.6,19644.9,0,0
2024-12-02 00:00:00+00:00,19644.9,19950.4,19561.9,19921.69,0,0
2024-12-03 00:00:00+00:00,19921.69,20045.54,19891.4,20033.96,0,0
2024-12-04 00:00:00+00:00,20033.96,20262.5,20001.4,20219.86,0,0
2024-12-05 00:00:00+00:00,20219.86,20376.0,20194.0,20335.8,0,0
2024-12-06 00:00:00+00:00,20335.8,20427.0,20301.5,20377.5,0,0
2024-12-09 00:00:00+00:00,20377.5,20474.0,20303.3,20317.37,0,0
2024-12-10 00:00:00+00:00,20317.37,20396.9,20259.4,20324.19,0,0
2024-12-11 00:00:00+00:00,20324.19,20426.9,20279.9,20404.78,0,0
2024-12-12 00:00:00+00:00,20404.78,20458.4,20361.4,20405.16,0,0
2024-12-13 00:00:00+00:00,20405.16,20526.9,20363.9,20414.9,0,0
2024-12-16 00:00:00+00:00,20414.9,20475.4,20299.4,20313.52,0,0
2024-12-17 00:00:00+00:00,20313.52,20357.4,20221.4,20238.92,0,0
2024-12-18 00:00:00+00:00,20238.92,20331.9,19918.36,20036.63,0,0
2024-12-19 00:00:00+00:00,20036.63,20105.5,19933.03,19964.54,0,0
2024-12-20 00:00:00+00:00,19964.54,19975.38,19645.5,19875.0,0,0
2024-12-23 00:00:00+00:00,19875.0,19955.17,19799.5,19887.4,0,0
2024-12-24 00:00:00+00:00,19887.4,20035.57,19872.28,20028.91,0,0
2024-12-26 00:00:00+00:00,20028.91,20032.68,19901.35,19981.47,0,0
2024-12-27 00:00:00+00:00,19981.47,20003.4,19797.4,19956.7,0,0
2024-12-30 00:00:00+00:00,19956.7,20001.2,19760.2,19818.93,0,0
2024-12-31 00:00:00+00:00,19818.93,19922.93,19779.12,19826.76,0,0
2025-01-01 00:00:00+00:00,19826.76,19826.76,19826.76,19826.76,0,0
2025-01-02 00:00:00+00:00,19826.76,20040.3,19777.2,19959.27,0,0
2025-01-03 00:00:00+00:00,19959.27,20034.8,19865.3,19910.3,0,0
2025-01-06 00:00:00+00:00,19910.3,20248.5,19885.61,20146.6,0,0
2025-01-07 00:00:00+00:00,20146.6,20393.0,20108.5,20296.5,0,0
2025-01-08 00:00:00+00:00,20296.5,20483.0,20239.5,20334.17,0,0
2025-01-09 00:00:00+00:00,20334.17,20361.5,20248.0,20334.0,0,0
2025-01-10 00:00:00+00:00,20334.0,20403.5,20187.3,20236.3,0,0
2025-01-13 00:00:00+00:00,20236.3,20260.3,20023.5,20218.72,0,0
2025-01-14 00:00:00+00:00,20218.72,20362.3,20199.3,20288.93,0,0
2025-01-15 00:00:00+00:00,20288.93,20631.93,20265.3,20619.63,0,0
2025-01-16 00:00:00+00:00,20619.63,20706.3,20575.6,20627.88,0,0
